MANDT,AUFPL,APLZL,PLNFL,PLNKN,PLNAL,PLNTY,VINTV,PLNNR,ZAEHL,VORNR,STEUS,ARBID,PDEST,WERKS,KTSCH,LTXA1,LTXA2,TXTSP,VPLTY
1,1557110,1,,0,,N,0,,0,10,US00,10005778,,US02,MMQA001,QUALITY,,,
1,1557111,1,,0,,N,0,,0,10,US00,10005778,,US02,MMQA001,QUALITY,,,
1,1557112,1,,0,,N,0,,0,10,US00,10005778,,US02,MMQA001,QUALITY,,,
1,1557113,1,,0,,N,0,,0,10,US00,10005778,,US02,MMQA001,QUALITY,,,
1,1557114,1,,0,,N,0,,0,10,US00,10005778,,US02,MMQA001,QUALITY,,,
1,1557114,2,,0,,N,0,,0,20,US01,10005775,,US02,MMIA001,ASSEMBLY,,,
1,1557115,1,,0,,N,0,,0,10,US00,10005778,,US02,MMQA001,QUALITY,,,
1,1557116,1,,0,,N,0,,0,10,US00,10005778,,US02,MMQA001,QUALITY,,,
1,1557117,1,,0,,N,0,,0,10,US00,10005778,,US02,MMQA001,QUALITY,,,
1,1557118,1,,0,,N,0,,0,10,US00,10005778,,US02,MMQA001,QUALITY,,,
1,1557119,1,,0,,N,0,,0,10,US00,10005778,,US02,MMQA001,QUALITY,,,
1,1557120,1,,0,,N,0,,0,10,US00,10005778,,US02,MMQA001,QUALITY,,,
1,1557121,1,,0,,N,0,,0,10,US00,10005778,,US02,MMQA001,QUALITY,,,
1,1557122,1,,0,,N,0,,0,10,US00,10005778,,US02,MMQA001,QUALITY,,,
1,1557123,1,,0,,N,0,,0,10,US00,10005778,,US02,MMQA001,QUALITY,,,
1,1557124,1,,0,,N,0,,0,10,US00,10005778,,US02,MMQA001,QUALITY,,,
1,1557125,1,,0,,N,0,,0,10,US00,10005778,,US02,MMQA001,QUALITY,,,
1,1557167,1,0,1,1,N,0,50338688,1,10,US01,10005775,,US02,MMIA001,ASSEMBLY,,,
1,1557167,2,0,2,1,N,0,50338688,2,20,US01,10005778,,US02,MMQA001,QUALITY,,,
1,1557167,3,0,3,1,N,0,50338688,3,30,US01,10005775,,US02,MMIA001,ASSEMBLY,,,
1,1557167,4,0,4,1,N,0,50338688,4,40,US01,10005778,,US02,MMQA001,QUALITY,,,
1,1557167,5,0,5,1,N,0,50338688,5,50,US01,10005775,,US02,MMIA001,ASSEMBLY,,,
1,1557167,6,0,6,1,N,0,50338688,6,60,US01,10005778,,US02,MMQA001,QUALITY,,,
1,1557167,7,0,7,1,N,0,50338688,7,70,US01,10005775,,US02,MMIA001,ASSEMBLY,,,
1,1557167,8,0,8,1,N,0,50338688,8,80,US01,10005778,,US02,MMQA001,QUALITY,,,
1,1557167,9,0,9,1,N,0,50338688,9,90,US01,10005776,,US02,MMIP001,PAINTING,,,
1,1557167,10,0,10,1,N,0,50338688,10,100,US01,10005775,,US02,MMIA001,ASSEMBLY,,,
1,1557167,11,0,11,1,N,0,50338688,11,110,US01,10005778,,US02,MMQA001,QUALITY,,,
1,1559759,1,,0,,N,0,,0,10,US00,0,,US02,,Atomatic operation,,,
1,1561890,1,,0,,N,0,,0,10,US00,10005778,,US02,MMQA001,INSPECTION,,EN,
1,1561890,2,,0,,N,0,,0,20,US01,10005778,,US02,MMQA001,TOTO FAIT DU SKI CECI EST UN ESSAI,,EN,
1,1561890,3,,0,,N,0,,0,30,US01,10005778,,US02,MMQA001,QUALITY,,,
1,1561890,4,,0,,N,0,,0,40,US01,10005778,,US02,MMQA001,QUALITY,,,
1,1569664,1,,0,,N,0,,0,10,US00,10005775,,US02,MMIA001,ASSEMBLY,,,
1,1569665,1,,0,,N,0,,0,10,US01,10005775,,US02,MMIA001,ASSEMBLY,,EN,
1,1569665,2,,0,,N,0,,0,20,US01,10005778,,US02,MMQA001,QUALITY,,,
1,1569665,3,,0,,N,0,,0,30,US01,10005776,,US02,MMIP001,PAINTING,,EN,
1,1569665,4,,0,,N,0,,0,40,US01,10005778,,US02,MMQA001,QUALITY,,,
1,1569666,1,,0,,N,0,,0,10,US01,10005775,,US02,MMIA001,ASSEMBLY,,EN,
1,1569666,2,,0,,N,0,,0,20,US01,10005778,,US02,MMQA001,QUALITY,,,
1,1569666,3,,0,,N,0,,0,30,US01,10005776,,US02,MMIP001,PAINTING,,EN,
1,1569666,4,,0,,N,0,,0,40,US01,10005778,,US02,MMQA001,QUALITY,,,
1,1575205,1,0,1,1,N,0,50338690,1,10,US01,10005775,,US02,MMIA001,ASSEMBLY,,EN,
1,1575205,2,0,2,1,N,0,50338690,2,20,US01,10005778,,US02,MMQA001,QUALITY,,,
1,1575205,3,0,3,1,N,0,50338690,3,30,US01,10005775,,US02,MMIA001,ASSEMBLY,,,
1,1575205,4,0,4,1,N,0,50338690,4,40,US01,10005778,,US02,MMQA001,QUALITY,,,
1,1575205,5,0,5,1,N,0,50338690,5,50,US01,10005775,,US02,MMIA001,ASSEMBLY,,,
1,1575205,6,0,6,1,N,0,50338690,6,60,US01,10005778,,US02,MMQA001,QUALITY,,,
1,1575205,7,0,7,1,N,0,50338690,7,70,US01,10005775,,US02,MMIA001,ASSEMBLY,,,
1,1575205,8,0,8,1,N,0,50338690,8,80,US01,10005778,,US02,MMQA001,QUALITY,,,
1,1575205,9,0,9,1,N,0,50338690,9,90,US01,10005776,,US02,MMIP001,PAINTING,,,
1,1575205,10,0,10,1,N,0,50338690,10,100,US01,10005775,,US02,MMIA001,ASSEMBLY,,,
1,1575205,11,0,11,1,N,0,50338690,11,110,US01,10005778,,US02,MMQA001,QUALITY,,EN,
1,1575206,1,0,1,1,N,0,50338690,1,10,US01,10005775,,US02,MMIA001,ASSEMBLY,,EN,
1,1575206,2,0,2,1,N,0,50338690,2,20,US01,10005778,,US02,MMQA001,QUALITY,,,
1,1575206,3,0,3,1,N,0,50338690,3,30,US01,10005775,,US02,MMIA001,ASSEMBLY,,,
1,1575206,4,0,4,1,N,0,50338690,4,40,US01,10005778,,US02,MMQA001,QUALITY,,,
1,1575206,5,0,5,1,N,0,50338690,5,50,US01,10005775,,US02,MMIA001,ASSEMBLY,,,
1,1575206,6,0,6,1,N,0,50338690,6,60,US01,10005778,,US02,MMQA001,QUALITY,,,
1,1575206,7,0,7,1,N,0,50338690,7,70,US01,10005775,,US02,MMIA001,ASSEMBLY,,,
1,1575206,8,0,8,1,N,0,50338690,8,80,US01,10005778,,US02,MMQA001,QUALITY,,,
1,1575206,9,0,9,1,N,0,50338690,9,90,US01,10005776,,US02,MMIP001,PAINTING,,,
1,1575206,10,0,10,1,N,0,50338690,10,100,US01,10005775,,US02,MMIA001,ASSEMBLY,,,
1,1575206,11,0,11,1,N,0,50338690,11,110,US01,10005778,,US02,MMQA001,QUALITY,,EN,
1,1575327,1,0,1,1,N,0,50338690,1,10,US01,10005775,,US02,MMIA001,ASSEMBLY,,EN,
1,1575327,2,0,2,1,N,0,50338690,2,20,US01,10005778,,US02,MMQA001,QUALITY,,,
1,1575327,3,0,3,1,N,0,50338690,3,30,US01,10005775,,US02,MMIA001,ASSEMBLY,,,
1,1575327,4,0,4,1,N,0,50338690,4,40,US01,10005778,,US02,MMQA001,QUALITY,,,
1,1575327,5,0,5,1,N,0,50338690,5,50,US01,10005775,,US02,MMIA001,ASSEMBLY,,,
1,1575327,6,0,6,1,N,0,50338690,6,60,US01,10005778,,US02,MMQA001,QUALITY,,,
1,1575327,7,0,7,1,N,0,50338690,7,70,US01,10005775,,US02,MMIA001,ASSEMBLY,,,
1,1575327,8,0,8,1,N,0,50338690,8,80,US01,10005778,,US02,MMQA001,QUALITY,,,
1,1575327,9,0,9,1,N,0,50338690,9,90,US01,10005776,,US02,MMIP001,PAINTING,,,
1,1575327,10,0,10,1,N,0,50338690,10,100,US01,10005775,,US02,MMIA001,ASSEMBLY,,,
1,1575327,11,0,11,1,N,0,50338690,11,110,US01,10005778,,US02,MMQA001,QUALITY,,EN,
1,1586806,1,0,1,1,N,0,50338688,1,10,US01,10005775,,US02,MMIA001,ASSEMBLY,,EN,
1,1586806,2,0,2,1,N,0,50338688,2,20,US01,10005778,,US02,MMQA001,QUALITY,,,
1,1586806,3,0,3,1,N,0,50338688,3,30,US01,10005775,,US02,MMIA001,ASSEMBLY,,,
1,1586806,4,0,4,1,N,0,50338688,4,40,US01,10005778,,US02,MMQA001,QUALITY,,,
1,1586806,5,0,5,1,N,0,50338688,5,50,US01,10005775,,US02,MMIA001,ASSEMBLY,,,
1,1586806,6,0,6,1,N,0,50338688,6,60,US01,10005778,,US02,MMQA001,QUALITY,,,
1,1586806,7,0,7,1,N,0,50338688,7,70,US01,10005775,,US02,MMIA001,ASSEMBLY,,,
1,1586806,8,0,8,1,N,0,50338688,8,80,US01,10005778,,US02,MMQA001,QUALITY,,,
1,1586806,9,0,9,1,N,0,50338688,9,90,US01,10005776,,US02,MMIP001,PAINTING,,,
1,1586806,10,0,10,1,N,0,50338688,10,100,US01,10005775,,US02,MMIA001,ASSEMBLY,,,
1,1586806,11,0,11,1,N,0,50338688,11,110,US01,10005778,,US02,MMQA001,QUALITY,,EN,
1,1610820,1,,0,,N,0,,0,10,US01,10005775,,US02,MMIA001,ASSEMBLY,,,
1,1610820,2,,0,,N,0,,0,50,US01,10005775,,US02,MMIA001,ASSEMBLY,,,
1,1610820,3,,0,,N,0,,0,60,US01,10005778,,US02,MMQA001,QUALITY,,,
1,1610820,4,,0,,N,0,,0,70,US01,10005775,,US02,MMIA001,ASSEMBLY,,,
1,1610820,5,,0,,N,0,,0,80,US01,10005778,,US02,MMQA001,QUALITY,,,
1,1610820,6,,0,,N,0,,0,90,US01,10005775,,US02,MMIA001,ASSEMBLY,,,
1,1610820,7,,0,,N,0,,0,100,US01,10005778,,US02,MMQA001,QUALITY,,,
1,1610820,8,,0,,N,0,,0,110,US01,10005775,,US02,MMIA001,ASSEMBLY,,,
1,1610820,9,,0,,N,0,,0,120,US01,10005778,,US02,MMQA001,QUALITY,,,
1,1610820,10,,0,,N,0,,0,130,US01,10005776,,US02,MMIP001,PAINTING,,,
1,1610820,11,,0,,N,0,,0,140,US01,10005775,,US02,MMIA001,ASSEMBLY,,,
1,1610820,12,,0,,N,0,,0,150,US01,10005778,,US02,MMQA001,QUALITY,,,
1,1610820,13,,0,,N,0,,0,20,US01,10005778,,US02,MMQA001,QUALITY,,,
1,1610820,14,,0,,N,0,,0,40,US01,10005778,,US02,MMQA001,QUALITY,,,
1,1610820,15,,0,,N,0,,0,30,US01,10005775,,US02,MMIA001,ASSEMBLY,,,
1,1673725,1,,0,,N,0,,0,10,US00,0,,US02,,Atomatic operation,,,
1,1676786,1,0,1,1,N,0,50338689,1,10,US01,10005775,,US02,MMIA001,ASSEMBLY,,EN,
1,1676786,2,0,2,1,N,0,50338689,2,20,US01,10005778,,US02,MMQA001,QUALITY,,,
1,1676786,3,0,3,1,N,0,50338689,3,30,US01,10005775,,US02,MMIA001,ASSEMBLY,,,
1,1676786,4,0,4,1,N,0,50338689,4,40,US01,10005778,,US02,MMQA001,QUALITY,,,
1,1676786,5,0,5,1,N,0,50338689,5,50,US01,10005775,,US02,MMIA001,ASSEMBLY,,,
1,1676786,6,0,6,1,N,0,50338689,6,60,US01,10005778,,US02,MMQA001,QUALITY,,,
1,1676786,7,0,7,1,N,0,50338689,7,70,US01,10005775,,US02,MMIA001,ASSEMBLY,,,
1,1676786,8,0,8,1,N,0,50338689,8,80,US01,10005778,,US02,MMQA001,QUALITY,,,
1,1676786,9,0,9,1,N,0,50338689,9,90,US01,10005775,,US02,MMIA001,ASSEMBLY,,,
1,1676786,10,0,10,1,N,0,50338689,10,100,US01,10005778,,US02,MMQA001,QUALITY,,,
1,1676786,11,0,11,1,N,0,50338689,11,110,US01,10005776,,US02,MMIP001,PAINTING,,,
1,1676786,12,0,12,1,N,0,50338689,12,120,US01,10005775,,US02,MMIA001,ASSEMBLY,,,
1,1676786,13,0,13,1,N,0,50338689,13,130,US01,10005778,,US02,MMQA001,QUALITY,,EN,
1,1679917,1,0,1,1,N,0,50338688,1,10,US01,10005775,,US02,MMIA001,ASSEMBLY,,EN,
1,1679917,2,0,2,1,N,0,50338688,2,20,US01,10005778,,US02,MMQA001,QUALITY,,,
1,1679917,3,0,3,1,N,0,50338688,3,30,US01,10005775,,US02,MMIA001,ASSEMBLY,,,
1,1679917,4,0,4,1,N,0,50338688,4,40,US01,10005778,,US02,MMQA001,QUALITY,,,
1,1679917,5,0,5,1,N,0,50338688,5,50,US01,10005775,,US02,MMIA001,ASSEMBLY,,,
1,1679917,6,0,6,1,N,0,50338688,6,60,US01,10005778,,US02,MMQA001,QUALITY,,,
1,1679917,7,0,7,1,N,0,50338688,7,70,US01,10005775,,US02,MMIA001,ASSEMBLY,,,
1,1679917,8,0,8,1,N,0,50338688,8,80,US01,10005778,,US02,MMQA001,QUALITY,,,
1,1679917,9,0,9,1,N,0,50338688,9,130,US01,10005776,,US02,MMIP001,PAINTING,,,
1,1679917,10,0,10,1,N,0,50338688,10,140,US01,10005775,,US02,MMIA001,ASSEMBLY,,,
1,1679917,11,0,11,1,N,0,50338688,11,150,US01,10005778,,US02,MMQA001,QUALITY,,EN,
1,1679917,12,,0,,N,0,,0,90,US01,10005775,,US02,MMIA001,ASSEMBLY,,,
1,1679917,13,,0,,N,0,,0,100,US01,10005778,,US02,MMQA001,QUALITY,,,
1,1679917,14,,0,,N,0,,0,110,US01,10005775,,US02,MMIA001,ASSEMBLY,,,
1,1679917,15,,0,,N,0,,0,120,US01,10005778,,US02,MMQA001,QUALITY,,,
1,1679918,1,0,1,1,N,0,50338688,1,10,US01,10005775,,US02,MMIA001,ASSEMBLY,,EN,
1,1679918,2,0,2,1,N,0,50338688,2,20,US01,10005778,,US02,MMQA001,QUALITY,,,
1,1679918,3,0,3,1,N,0,50338688,3,30,US01,10005775,,US02,MMIA001,ASSEMBLY,,,
1,1679918,4,0,4,1,N,0,50338688,4,40,US01,10005778,,US02,MMQA001,QUALITY,,,
1,1679918,5,0,5,1,N,0,50338688,5,50,US01,10005775,,US02,MMIA001,ASSEMBLY,,,
1,1679918,6,0,6,1,N,0,50338688,6,60,US01,10005778,,US02,MMQA001,QUALITY,,,
1,1679918,7,0,7,1,N,0,50338688,7,70,US01,10005775,,US02,MMIA001,ASSEMBLY,,,
1,1679918,8,0,8,1,N,0,50338688,8,80,US01,10005778,,US02,MMQA001,QUALITY,,,
1,1679918,9,0,9,1,N,0,50338688,9,130,US01,10005776,,US02,MMIP001,PAINTING,,,
1,1679918,10,0,10,1,N,0,50338688,10,140,US01,10005775,,US02,MMIA001,ASSEMBLY,,,
1,1679918,11,0,11,1,N,0,50338688,11,150,US01,10005778,,US02,MMQA001,QUALITY,,EN,
1,1679918,12,,0,,N,0,,0,90,US01,10005775,,US02,MMIA001,ASSEMBLY,,,
1,1679918,13,,0,,N,0,,0,100,US01,10005778,,US02,MMQA001,QUALITY,,,
1,1679918,14,,0,,N,0,,0,110,US01,10005775,,US02,MMIA001,ASSEMBLY,,,
1,1679918,15,,0,,N,0,,0,120,US01,10005778,,US02,MMQA001,QUALITY,,,
1,1679919,1,0,1,1,N,0,50338689,1,10,US01,10005775,,US02,MMIA001,ASSEMBLY,,EN,
1,1679919,2,0,2,1,N,0,50338689,2,20,US01,10005778,,US02,MMQA001,QUALITY,,,
1,1679919,3,0,3,1,N,0,50338689,3,30,US01,10005775,,US02,MMIA001,ASSEMBLY,,,
1,1679919,4,0,4,1,N,0,50338689,4,40,US01,10005778,,US02,MMQA001,QUALITY,,,
1,1679919,5,0,5,1,N,0,50338689,5,50,US01,10005775,,US02,MMIA001,ASSEMBLY,,,
1,1679919,6,0,6,1,N,0,50338689,6,60,US01,10005778,,US02,MMQA001,QUALITY,,,
1,1679919,7,0,7,1,N,0,50338689,7,70,US01,10005775,,US02,MMIA001,ASSEMBLY,,,
1,1679919,8,0,8,1,N,0,50338689,8,80,US01,10005778,,US02,MMQA001,QUALITY,,,
1,1679919,9,0,9,1,N,0,50338689,9,90,US01,10005775,,US02,MMIA001,ASSEMBLY,,,
1,1679919,10,0,10,1,N,0,50338689,10,100,US01,10005778,,US02,MMQA001,QUALITY,,,
1,1679919,11,0,11,1,N,0,50338689,11,110,US01,10005776,,US02,MMIP001,PAINTING,,,
1,1679919,12,0,12,1,N,0,50338689,12,120,US01,10005775,,US02,MMIA001,ASSEMBLY,,,
1,1679919,13,0,13,1,N,0,50338689,13,130,US01,10005778,,US02,MMQA001,QUALITY,,EN,
1,1690541,1,,0,,N,0,,0,10,US00,0,,US02,,Atomatic operation,,,
1,1750109,1,0,1,1,N,0,50338690,1,10,US01,10005775,,US02,MMIA001,ASSEMBLY,,EN,
1,1750109,2,0,2,1,N,0,50338690,2,20,US01,10005778,,US02,MMQA001,QUALITY,,,
1,1750109,3,0,3,1,N,0,50338690,3,30,US01,10005775,,US02,MMIA001,ASSEMBLY,,,
1,1750109,4,0,4,1,N,0,50338690,4,40,US01,10005778,,US02,MMQA001,QUALITY,,,
1,1750109,5,0,5,1,N,0,50338690,5,50,US01,10005775,,US02,MMIA001,ASSEMBLY,,,
1,1750109,6,0,6,1,N,0,50338690,6,60,US01,10005778,,US02,MMQA001,QUALITY,,,
1,1750109,7,0,7,1,N,0,50338690,7,70,US01,10005775,,US02,MMIA001,ASSEMBLY,,,
1,1750109,8,0,8,1,N,0,50338690,8,80,US01,10005778,,US02,MMQA001,QUALITY,,,
1,1750109,9,0,9,1,N,0,50338690,9,90,US01,10005776,,US02,MMIP001,PAINTING,,,
1,1750109,10,0,10,1,N,0,50338690,10,100,US01,10005775,,US02,MMIA001,ASSEMBLY,,,
1,1750109,11,0,11,1,N,0,50338690,11,110,US01,10005778,,US02,MMQA001,QUALITY,,EN,
1,1750110,1,0,1,1,N,0,50338690,1,10,US01,10005775,,US02,MMIA001,ASSEMBLY,,EN,
1,1750110,2,0,2,1,N,0,50338690,2,20,US01,10005778,,US02,MMQA001,QUALITY,,,
1,1750110,3,0,3,1,N,0,50338690,3,30,US01,10005775,,US02,MMIA001,ASSEMBLY,,,
1,1750110,4,0,4,1,N,0,50338690,4,40,US01,10005778,,US02,MMQA001,QUALITY,,,
1,1750110,5,0,5,1,N,0,50338690,5,50,US01,10005775,,US02,MMIA001,ASSEMBLY,,,
1,1750110,6,0,6,1,N,0,50338690,6,60,US01,10005778,,US02,MMQA001,QUALITY,,,
1,1750110,7,0,7,1,N,0,50338690,7,70,US01,10005775,,US02,MMIA001,ASSEMBLY,,,
1,1750110,8,0,8,1,N,0,50338690,8,80,US01,10005778,,US02,MMQA001,QUALITY,,,
1,1750110,9,0,9,1,N,0,50338690,9,90,US01,10005776,,US02,MMIP001,PAINTING,,,
1,1750110,10,0,10,1,N,0,50338690,10,100,US01,10005775,,US02,MMIA001,ASSEMBLY,,,
1,1750110,11,0,11,1,N,0,50338690,11,110,US01,10005778,,US02,MMQA001,QUALITY,,EN,
1,1750111,1,0,1,1,N,0,50338690,1,10,US01,10005775,,US02,MMIA001,ASSEMBLY,,EN,
1,1750111,2,0,2,1,N,0,50338690,2,20,US01,10005778,,US02,MMQA001,QUALITY,,,
1,1750111,3,0,3,1,N,0,50338690,3,30,US01,10005775,,US02,MMIA001,ASSEMBLY,,,
1,1750111,4,0,4,1,N,0,50338690,4,40,US01,10005778,,US02,MMQA001,QUALITY,,,
1,1750111,5,0,5,1,N,0,50338690,5,50,US01,10005775,,US02,MMIA001,ASSEMBLY,,,
1,1750111,6,0,6,1,N,0,50338690,6,60,US01,10005778,,US02,MMQA001,QUALITY,,,
1,1750111,7,0,7,1,N,0,50338690,7,70,US01,10005775,,US02,MMIA001,ASSEMBLY,,,
1,1750111,8,0,8,1,N,0,50338690,8,80,US01,10005778,,US02,MMQA001,QUALITY,,,
1,1750111,9,0,9,1,N,0,50338690,9,90,US01,10005776,,US02,MMIP001,PAINTING,,,
1,1750111,10,0,10,1,N,0,50338690,10,100,US01,10005775,,US02,MMIA001,ASSEMBLY,,,
1,1750111,11,0,11,1,N,0,50338690,11,110,US01,10005778,,US02,MMQA001,QUALITY,,EN,
1,1778626,1,0,1,1,N,0,50338688,1,10,US01,10005775,,US02,MMIA001,ASSEMBLY,,EN,
1,1778626,2,0,2,1,N,0,50338688,2,20,US01,10005778,,US02,MMQA001,QUALITY,,,
1,1778626,3,0,3,1,N,0,50338688,3,30,US01,10005775,,US02,MMIA001,ASSEMBLY,,,
1,1778626,4,0,4,1,N,0,50338688,4,40,US01,10005778,,US02,MMQA001,QUALITY,,,
1,1778626,5,0,5,1,N,0,50338688,5,50,US01,10005775,,US02,MMIA001,ASSEMBLY,,,
1,1778626,6,0,6,1,N,0,50338688,6,60,US01,10005778,,US02,MMQA001,QUALITY,,,
1,1778626,7,0,7,1,N,0,50338688,7,70,US01,10005775,,US02,MMIA001,ASSEMBLY,,,
1,1778626,8,0,8,1,N,0,50338688,8,80,US01,10005778,,US02,MMQA001,QUALITY,,,
1,1778626,9,0,9,1,N,0,50338688,9,130,US01,10005776,,US02,MMIP001,PAINTING,,,
1,1778626,10,0,10,1,N,0,50338688,10,140,US01,10005775,,US02,MMIA001,ASSEMBLY,,,
1,1778626,11,0,11,1,N,0,50338688,11,150,US01,10005778,,US02,MMQA001,QUALITY,,EN,
1,1778626,12,0,12,1,N,0,50338688,12,90,US01,10005775,,US02,MMIA001,ASSEMBLY,,,
1,1778626,13,0,13,1,N,0,50338688,13,100,US01,10005778,,US02,MMQA001,QUALITY,,,
1,1778626,14,0,14,1,N,0,50338688,14,110,US01,10005775,,US02,MMIA001,ASSEMBLY,,,
1,1778626,15,0,15,1,N,0,50338688,15,120,US01,10005778,,US02,MMQA001,QUALITY,,,
1,1778627,1,0,1,1,N,0,50338688,1,10,US01,10005775,,US02,MMIA001,ASSEMBLY,,EN,
1,1778627,2,0,2,1,N,0,50338688,2,20,US01,10005778,,US02,MMQA001,QUALITY,,,
1,1778627,3,0,3,1,N,0,50338688,3,30,US01,10005775,,US02,MMIA001,ASSEMBLY,,,
1,1778627,4,0,4,1,N,0,50338688,4,40,US01,10005778,,US02,MMQA001,QUALITY,,,
1,1778627,5,0,5,1,N,0,50338688,5,50,US01,10005775,,US02,MMIA001,ASSEMBLY,,,
1,1778627,6,0,6,1,N,0,50338688,6,60,US01,10005778,,US02,MMQA001,QUALITY,,,
1,1778627,7,0,7,1,N,0,50338688,7,70,US01,10005775,,US02,MMIA001,ASSEMBLY,,,
1,1778627,8,0,8,1,N,0,50338688,8,80,US01,10005778,,US02,MMQA001,QUALITY,,,
1,1778627,9,0,9,1,N,0,50338688,9,130,US01,10005776,,US02,MMIP001,PAINTING,,,
1,1778627,10,0,10,1,N,0,50338688,10,140,US01,10005775,,US02,MMIA001,ASSEMBLY,,,
1,1778627,11,0,11,1,N,0,50338688,11,150,US01,10005778,,US02,MMQA001,QUALITY,,EN,
1,1778627,12,0,12,1,N,0,50338688,12,90,US01,10005775,,US02,MMIA001,ASSEMBLY,,,
1,1778627,13,0,13,1,N,0,50338688,13,100,US01,10005778,,US02,MMQA001,QUALITY,,,
1,1778627,14,0,14,1,N,0,50338688,14,110,US01,10005775,,US02,MMIA001,ASSEMBLY,,,
1,1778627,15,0,15,1,N,0,50338688,15,120,US01,10005778,,US02,MMQA001,QUALITY,,,
1,1778628,1,0,1,1,N,0,50338688,1,10,US01,10005775,,US02,MMIA001,ASSEMBLY,,EN,
1,1778628,2,0,2,1,N,0,50338688,2,20,US01,10005778,,US02,MMQA001,QUALITY,,,
1,1778628,3,0,3,1,N,0,50338688,3,30,US01,10005775,,US02,MMIA001,ASSEMBLY,,,
1,1778628,4,0,4,1,N,0,50338688,4,40,US01,10005778,,US02,MMQA001,QUALITY,,,
1,1778628,5,0,5,1,N,0,50338688,5,50,US01,10005775,,US02,MMIA001,ASSEMBLY,,,
1,1778628,6,0,6,1,N,0,50338688,6,60,US01,10005778,,US02,MMQA001,QUALITY,,,
1,1778628,7,0,7,1,N,0,50338688,7,70,US01,10005775,,US02,MMIA001,ASSEMBLY,,,
1,1778628,8,0,8,1,N,0,50338688,8,80,US01,10005778,,US02,MMQA001,QUALITY,,,
1,1778628,9,0,9,1,N,0,50338688,9,130,US01,10005776,,US02,MMIP001,PAINTING,,,
1,1778628,10,0,10,1,N,0,50338688,10,140,US01,10005775,,US02,MMIA001,ASSEMBLY,,,
1,1778628,11,0,11,1,N,0,50338688,11,150,US01,10005778,,US02,MMQA001,QUALITY,,EN,
1,1778628,12,0,12,1,N,0,50338688,12,90,US01,10005775,,US02,MMIA001,ASSEMBLY,,,
1,1778628,13,0,13,1,N,0,50338688,13,100,US01,10005778,,US02,MMQA001,QUALITY,,,
1,1778628,14,0,14,1,N,0,50338688,14,110,US01,10005775,,US02,MMIA001,ASSEMBLY,,,
1,1778628,15,0,15,1,N,0,50338688,15,120,US01,10005778,,US02,MMQA001,QUALITY,,,
1,1788854,1,,0,,N,0,,0,10,US00,0,,US02,,Atomatic operation,,,
1,1789224,1,0,1,1,N,0,50338688,1,10,US01,10005775,,US02,MMIA001,ASSEMBLY,,EN,
1,1789224,2,0,2,1,N,0,50338688,2,20,US01,10005778,,US02,MMQA001,QUALITY,,,
1,1789224,3,0,3,1,N,0,50338688,3,30,US01,10005775,,US02,MMIA001,ASSEMBLY,,,
1,1789224,4,0,4,1,N,0,50338688,4,40,US01,10005778,,US02,MMQA001,QUALITY,,,
1,1789224,5,0,5,1,N,0,50338688,5,50,US01,10005775,,US02,MMIA001,ASSEMBLY,,,
1,1789224,6,0,6,1,N,0,50338688,6,60,US01,10005778,,US02,MMQA001,QUALITY,,,
1,1789224,7,0,7,1,N,0,50338688,7,70,US01,10005775,,US02,MMIA001,ASSEMBLY,,,
1,1789224,8,0,8,1,N,0,50338688,8,80,US01,10005778,,US02,MMQA001,QUALITY,,,
1,1789224,9,0,9,1,N,0,50338688,9,130,US01,10005776,,US02,MMIP001,PAINTING,,,
