MANDT,AUFPL,APLZL,PLNFL,PLNKN,PLNAL,PLNTY,VINTV,PLNNR,ZAEHL,VORNR,STEUS,ARBID,PDEST,WERKS,KTSCH,LTXA1,LTXA2,TXTSP,VPLTY
1,2067526,5,0,5,1,N,0,50338688,5,50,US01,10005775,,US02,MMIA001,ASSEMBLY,,,
1,2067526,6,0,6,1,N,0,50338688,6,60,US01,10005778,,US02,MMQA001,QUALITY,,,
1,2067526,7,0,7,1,N,0,50338688,7,70,US01,10005775,,US02,MMIA001,ASSEMBLY,,,
1,2067526,8,0,8,1,N,0,50338688,8,80,US01,10005778,,US02,MMQA001,QUALITY,,,
1,2067526,9,0,9,1,N,0,50338688,9,130,US01,10005776,,US02,MMIP001,PAINTING,,,
1,2067526,10,0,10,1,N,0,50338688,10,140,US01,10005775,,US02,MMIA001,ASSEMBLY,,,
1,2067526,11,0,11,1,N,0,50338688,11,150,US01,10005778,,US02,MMQA001,QUALITY,,EN,
1,2067526,12,0,12,1,N,0,50338688,12,90,US01,10005775,,US02,MMIA001,ASSEMBLY,,,
1,2067526,13,0,13,1,N,0,50338688,13,100,US01,10005778,,US02,MMQA001,QUALITY,,,
1,2067526,14,0,14,1,N,0,50338688,14,110,US01,10005775,,US02,MMIA001,ASSEMBLY,,,
1,2067526,15,0,15,1,N,0,50338688,15,120,US01,10005778,,US02,MMQA001,QUALITY,,,
1,2067527,1,0,1,1,N,0,50338688,1,10,US01,10005775,,US02,MMIA001,ASSEMBLY,,EN,
1,2067527,2,0,2,1,N,0,50338688,2,20,US01,10005778,,US02,MMQA001,QUALITY,,,
1,2067527,3,0,3,1,N,0,50338688,3,30,US01,10005775,,US02,MMIA001,ASSEMBLY,,,
1,2067527,4,0,4,1,N,0,50338688,4,40,US01,10005778,,US02,MMQA001,QUALITY,,,
1,2067527,5,0,5,1,N,0,50338688,5,50,US01,10005775,,US02,MMIA001,ASSEMBLY,,,
1,2067527,6,0,6,1,N,0,50338688,6,60,US01,10005778,,US02,MMQA001,QUALITY,,,
1,2067527,7,0,7,1,N,0,50338688,7,70,US01,10005775,,US02,MMIA001,ASSEMBLY,,,
1,2067527,8,0,8,1,N,0,50338688,8,80,US01,10005778,,US02,MMQA001,QUALITY,,,
1,2067527,9,0,9,1,N,0,50338688,9,130,US01,10005776,,US02,MMIP001,PAINTING,,,
1,2067527,10,0,10,1,N,0,50338688,10,140,US01,10005775,,US02,MMIA001,ASSEMBLY,,,
1,2067527,11,0,11,1,N,0,50338688,11,150,US01,10005778,,US02,MMQA001,QUALITY,,EN,
1,2067527,12,0,12,1,N,0,50338688,12,90,US01,10005775,,US02,MMIA001,ASSEMBLY,,,
1,2067527,13,0,13,1,N,0,50338688,13,100,US01,10005778,,US02,MMQA001,QUALITY,,,
1,2067527,14,0,14,1,N,0,50338688,14,110,US01,10005775,,US02,MMIA001,ASSEMBLY,,,
1,2067527,15,0,15,1,N,0,50338688,15,120,US01,10005778,,US02,MMQA001,QUALITY,,,
1,2067528,1,0,1,1,N,0,50338688,1,10,US01,10005775,,US02,MMIA001,ASSEMBLY,,EN,
1,2067528,2,0,2,1,N,0,50338688,2,20,US01,10005778,,US02,MMQA001,QUALITY,,,
1,2067528,3,0,3,1,N,0,50338688,3,30,US01,10005775,,US02,MMIA001,ASSEMBLY,,,
1,2067528,4,0,4,1,N,0,50338688,4,40,US01,10005778,,US02,MMQA001,QUALITY,,,
1,2067528,5,0,5,1,N,0,50338688,5,50,US01,10005775,,US02,MMIA001,ASSEMBLY,,,
1,2067528,6,0,6,1,N,0,50338688,6,60,US01,10005778,,US02,MMQA001,QUALITY,,,
1,2067528,7,0,7,1,N,0,50338688,7,70,US01,10005775,,US02,MMIA001,ASSEMBLY,,,
1,2067528,8,0,8,1,N,0,50338688,8,80,US01,10005778,,US02,MMQA001,QUALITY,,,
1,2067528,9,0,9,1,N,0,50338688,9,130,US01,10005776,,US02,MMIP001,PAINTING,,,
1,2067528,10,0,10,1,N,0,50338688,10,140,US01,10005775,,US02,MMIA001,ASSEMBLY,,,
1,2067528,11,0,11,1,N,0,50338688,11,150,US01,10005778,,US02,MMQA001,QUALITY,,EN,
1,2067528,12,0,12,1,N,0,50338688,12,90,US01,10005775,,US02,MMIA001,ASSEMBLY,,,
1,2067528,13,0,13,1,N,0,50338688,13,100,US01,10005778,,US02,MMQA001,QUALITY,,,
1,2067528,14,0,14,1,N,0,50338688,14,110,US01,10005775,,US02,MMIA001,ASSEMBLY,,,
1,2067528,15,0,15,1,N,0,50338688,15,120,US01,10005778,,US02,MMQA001,QUALITY,,,
1,2067529,1,0,1,1,N,0,50338688,1,10,US01,10005775,,US02,MMIA001,ASSEMBLY,,EN,
1,2067529,2,0,2,1,N,0,50338688,2,20,US01,10005778,,US02,MMQA001,QUALITY,,,
1,2067529,3,0,3,1,N,0,50338688,3,30,US01,10005775,,US02,MMIA001,ASSEMBLY,,,
1,2067529,4,0,4,1,N,0,50338688,4,40,US01,10005778,,US02,MMQA001,QUALITY,,,
1,2067529,5,0,5,1,N,0,50338688,5,50,US01,10005775,,US02,MMIA001,ASSEMBLY,,,
1,2067529,6,0,6,1,N,0,50338688,6,60,US01,10005778,,US02,MMQA001,QUALITY,,,
1,2067529,7,0,7,1,N,0,50338688,7,70,US01,10005775,,US02,MMIA001,ASSEMBLY,,,
1,2067529,8,0,8,1,N,0,50338688,8,80,US01,10005778,,US02,MMQA001,QUALITY,,,
1,2067529,9,0,9,1,N,0,50338688,9,130,US01,10005776,,US02,MMIP001,PAINTING,,,
1,2067529,10,0,10,1,N,0,50338688,10,140,US01,10005775,,US02,MMIA001,ASSEMBLY,,,
1,2067529,11,0,11,1,N,0,50338688,11,150,US01,10005778,,US02,MMQA001,QUALITY,,EN,
1,2067529,12,0,12,1,N,0,50338688,12,90,US01,10005775,,US02,MMIA001,ASSEMBLY,,,
1,2067529,13,0,13,1,N,0,50338688,13,100,US01,10005778,,US02,MMQA001,QUALITY,,,
1,2067529,14,0,14,1,N,0,50338688,14,110,US01,10005775,,US02,MMIA001,ASSEMBLY,,,
1,2067529,15,0,15,1,N,0,50338688,15,120,US01,10005778,,US02,MMQA001,QUALITY,,,
1,2069422,1,,0,,N,0,,0,10,US00,0,,US02,,Atomatic operation,,,
1,2069423,1,,0,,N,0,,0,10,US00,0,,US02,,Atomatic operation,,,
1,2069425,1,,0,,N,0,,0,10,US00,0,,US02,,Atomatic operation,,,
1,2069426,1,,0,,N,0,,0,10,US00,0,,US02,,Atomatic operation,,,
1,2069427,1,,0,,N,0,,0,10,US00,0,,US02,,Atomatic operation,,,
1,2069428,1,,0,,N,0,,0,10,US00,0,,US02,,Atomatic operation,,,
1,2069429,1,,0,,N,0,,0,10,US00,0,,US02,,Atomatic operation,,,
1,2069430,1,,0,,N,0,,0,10,US00,0,,US02,,Atomatic operation,,,
1,2069431,1,,0,,N,0,,0,10,US01,0,,US02,,Atomatic operation,,,
1,2069472,1,,0,,N,0,,0,10,US00,0,,US02,,Atomatic operation,,,
1,2069473,1,,0,,N,0,,0,10,US00,0,,US02,,Atomatic operation,,,
1,2069474,1,,0,,N,0,,0,10,US00,0,,US02,,Atomatic operation,,,
1,2069475,1,,0,,N,0,,0,10,US00,0,,US02,,Atomatic operation,,,
1,2069476,1,,0,,N,0,,0,10,US00,0,,US02,,Atomatic operation,,,
1,2069477,1,,0,,N,0,,0,10,US00,0,,US02,,Atomatic operation,,,
1,2069479,1,,0,,N,0,,0,10,US00,0,,US02,,Atomatic operation,,,
1,2069480,1,,0,,N,0,,0,10,US00,0,,US02,,Atomatic operation,,,
1,2069481,1,,0,,N,0,,0,10,US00,0,,US02,,Atomatic operation,,,
1,2069482,1,,0,,N,0,,0,10,US00,0,,US02,,Atomatic operation,,,
1,2069483,1,,0,,N,0,,0,10,US00,0,,US02,,Atomatic operation,,,
1,2069512,1,0,1,1,N,0,50354899,1,10,US01,10005775,,US02,MMIA001,ASSEMBLY,,EN,
1,2069512,2,0,2,1,N,0,50354899,2,20,US01,10005778,,US02,MMQA001,QUALITY,,,
1,2069512,3,0,3,1,N,0,50354899,3,30,US01,10005775,,US02,MMIA001,ASSEMBLY,,,
1,2069512,4,0,4,1,N,0,50354899,4,40,US01,10005778,,US02,MMQA001,QUALITY,,,
1,2069512,5,0,5,1,N,0,50354899,5,50,US01,10005775,,US02,MMIA001,ASSEMBLY,,,
1,2069512,6,0,6,1,N,0,50354899,6,60,US01,10005778,,US02,MMQA001,QUALITY,,,
1,2069512,7,0,7,1,N,0,50354899,7,70,US01,10005775,,US02,MMIA001,ASSEMBLY,,,
1,2069512,8,0,8,1,N,0,50354899,8,80,US01,10005778,,US02,MMQA001,QUALITY,,,
1,2069512,9,0,9,1,N,0,50354899,9,90,US01,10005775,,US02,MMIA001,ASSEMBLY,,,
1,2069512,10,0,10,1,N,0,50354899,10,100,US01,10005778,,US02,MMQA001,QUALITY,,,
1,2069512,11,0,11,1,N,0,50354899,11,110,US01,10005776,,US02,MMIP001,PAINTING,,,
1,2069512,12,0,12,1,N,0,50354899,12,120,US01,10005775,,US02,MMIA001,ASSEMBLY,,,
1,2069512,13,0,13,1,N,0,50354899,13,130,US01,10005778,,US02,MMQA001,QUALITY,,EN,
1,2069513,1,0,1,1,N,0,50354899,1,10,US01,10005775,,US02,MMIA001,ASSEMBLY,,EN,
1,2069513,2,0,2,1,N,0,50354899,2,20,US01,10005778,,US02,MMQA001,QUALITY,,,
1,2069513,3,0,3,1,N,0,50354899,3,30,US01,10005775,,US02,MMIA001,ASSEMBLY,,,
1,2069513,4,0,4,1,N,0,50354899,4,40,US01,10005778,,US02,MMQA001,QUALITY,,,
1,2069513,5,0,5,1,N,0,50354899,5,50,US01,10005775,,US02,MMIA001,ASSEMBLY,,,
1,2069513,6,0,6,1,N,0,50354899,6,60,US01,10005778,,US02,MMQA001,QUALITY,,,
1,2069513,7,0,7,1,N,0,50354899,7,70,US01,10005775,,US02,MMIA001,ASSEMBLY,,,
1,2069513,8,0,8,1,N,0,50354899,8,80,US01,10005778,,US02,MMQA001,QUALITY,,,
1,2069513,9,0,9,1,N,0,50354899,9,90,US01,10005775,,US02,MMIA001,ASSEMBLY,,,
1,2069513,10,0,10,1,N,0,50354899,10,100,US01,10005778,,US02,MMQA001,QUALITY,,,
1,2069513,11,0,11,1,N,0,50354899,11,110,US01,10005776,,US02,MMIP001,PAINTING,,,
1,2069513,12,0,12,1,N,0,50354899,12,120,US01,10005775,,US02,MMIA001,ASSEMBLY,,,
1,2069513,13,0,13,1,N,0,50354899,13,130,US01,10005778,,US02,MMQA001,QUALITY,,EN,
1,2084640,1,,0,,N,0,,0,10,US00,0,,US02,,Atomatic operation,,,
1,2084641,1,0,1,1,N,0,50338690,1,10,US01,10005775,,US02,MMIA001,ASSEMBLY,,EN,
1,2084641,2,0,2,1,N,0,50338690,2,20,US01,10005778,,US02,MMQA001,QUALITY,,,
1,2084641,3,0,3,1,N,0,50338690,3,30,US01,10005775,,US02,MMIA001,ASSEMBLY,,,
1,2084641,4,0,4,1,N,0,50338690,4,40,US01,10005778,,US02,MMQA001,QUALITY,,,
1,2084641,5,0,5,1,N,0,50338690,5,50,US01,10005775,,US02,MMIA001,ASSEMBLY,,,
1,2084641,6,0,6,1,N,0,50338690,6,60,US01,10005778,,US02,MMQA001,QUALITY,,,
1,2084641,7,0,7,1,N,0,50338690,7,70,US01,10005775,,US02,MMIA001,ASSEMBLY,,,
1,2084641,8,0,8,1,N,0,50338690,8,80,US01,10005778,,US02,MMQA001,QUALITY,,,
1,2084641,9,0,9,1,N,0,50338690,9,90,US01,10005776,,US02,MMIP001,PAINTING,,,
1,2084641,10,0,10,1,N,0,50338690,10,100,US01,10005775,,US02,MMIA001,ASSEMBLY,,,
1,2084641,11,0,11,1,N,0,50338690,11,110,US01,10005778,,US02,MMQA001,QUALITY,,EN,
1,2097753,1,0,1,1,N,0,50338688,1,10,US01,10005775,,US02,MMIA001,ASSEMBLY,,EN,
1,2097753,2,0,2,1,N,0,50338688,2,20,US01,10005778,,US02,MMQA001,QUALITY,,,
1,2097753,3,0,3,1,N,0,50338688,3,30,US01,10005775,,US02,MMIA001,ASSEMBLY,,,
1,2097753,4,0,4,1,N,0,50338688,4,40,US01,10005778,,US02,MMQA001,QUALITY,,,
1,2097753,5,0,5,1,N,0,50338688,5,50,US01,10005775,,US02,MMIA001,ASSEMBLY,,,
1,2097753,6,0,6,1,N,0,50338688,6,60,US01,10005778,,US02,MMQA001,QUALITY,,,
1,2097753,7,0,7,1,N,0,50338688,7,70,US01,10005775,,US02,MMIA001,ASSEMBLY,,,
1,2097753,8,0,8,1,N,0,50338688,8,80,US01,10005778,,US02,MMQA001,QUALITY,,,
1,2097753,9,0,9,1,N,0,50338688,9,130,US01,10005776,,US02,MMIP001,PAINTING,,,
1,2097753,10,0,10,1,N,0,50338688,10,140,US01,10005775,,US02,MMIA001,ASSEMBLY,,,
1,2097753,11,0,11,1,N,0,50338688,11,150,US01,10005778,,US02,MMQA001,QUALITY,,EN,
1,2097753,12,0,12,1,N,0,50338688,12,90,US01,10005775,,US02,MMIA001,ASSEMBLY,,,
1,2097753,13,0,13,1,N,0,50338688,13,100,US01,10005778,,US02,MMQA001,QUALITY,,,
1,2097753,14,0,14,1,N,0,50338688,14,110,US01,10005775,,US02,MMIA001,ASSEMBLY,,,
1,2097753,15,0,15,1,N,0,50338688,15,120,US01,10005778,,US02,MMQA001,QUALITY,,,
1,2104373,1,,0,,N,0,,0,10,US01,10005775,,US02,MMIA001,ASSEMBLY,,,
1,2104373,2,,0,,N,0,,0,20,US01,10005775,,US02,MMIA001,ASSEMBLY,,,
1,2104373,3,,0,,N,0,,0,30,US01,10005778,,US02,MMQA001,Remove and reinstall bushings,,EN,
1,2104373,4,,0,,N,0,,0,40,US01,10005778,,US02,MMQA001,QUALITY,,,
1,2106792,1,0,1,1,N,0,50338688,1,10,US01,10005775,,US02,MMIA001,ASSEMBLY,,EN,
1,2106792,2,0,2,1,N,0,50338688,2,20,US01,10005778,,US02,MMQA001,QUALITY,,,
1,2106792,3,0,3,1,N,0,50338688,3,30,US01,10005775,,US02,MMIA001,ASSEMBLY,,,
1,2106792,4,0,4,1,N,0,50338688,4,40,US01,10005778,,US02,MMQA001,QUALITY,,,
1,2106792,5,0,5,1,N,0,50338688,5,50,US01,10005775,,US02,MMIA001,ASSEMBLY,,,
1,2106792,6,0,6,1,N,0,50338688,6,60,US01,10005778,,US02,MMQA001,QUALITY,,,
1,2106792,7,0,7,1,N,0,50338688,7,70,US01,10005775,,US02,MMIA001,ASSEMBLY,,,
1,2106792,8,0,8,1,N,0,50338688,8,80,US01,10005778,,US02,MMQA001,QUALITY,,,
1,2106792,9,0,9,1,N,0,50338688,9,130,US01,10005776,,US02,MMIP001,PAINTING,,,
1,2106792,10,0,10,1,N,0,50338688,10,140,US01,10005775,,US02,MMIA001,ASSEMBLY,,,
1,2106792,11,0,11,1,N,0,50338688,11,150,US01,10005778,,US02,MMQA001,QUALITY,,EN,
1,2106792,12,0,12,1,N,0,50338688,12,90,US01,10005775,,US02,MMIA001,ASSEMBLY,,,
1,2106792,13,0,13,1,N,0,50338688,13,100,US01,10005778,,US02,MMQA001,QUALITY,,,
1,2106792,14,0,14,1,N,0,50338688,14,110,US01,10005775,,US02,MMIA001,ASSEMBLY,,,
1,2106792,15,0,15,1,N,0,50338688,15,120,US01,10005778,,US02,MMQA001,QUALITY,,,
1,2106793,1,0,1,1,N,0,50338690,1,10,US01,10005775,,US02,MMIA001,ASSEMBLY,,EN,
1,2106793,2,0,2,1,N,0,50338690,2,20,US01,10005778,,US02,MMQA001,QUALITY,,,
1,2106793,3,0,3,1,N,0,50338690,3,30,US01,10005775,,US02,MMIA001,ASSEMBLY,,,
1,2106793,4,0,4,1,N,0,50338690,4,40,US01,10005778,,US02,MMQA001,QUALITY,,,
1,2106793,5,0,5,1,N,0,50338690,5,50,US01,10005775,,US02,MMIA001,ASSEMBLY,,,
1,2106793,6,0,6,1,N,0,50338690,6,60,US01,10005778,,US02,MMQA001,QUALITY,,,
1,2106793,7,0,7,1,N,0,50338690,7,70,US01,10005775,,US02,MMIA001,ASSEMBLY,,,
1,2106793,8,0,8,1,N,0,50338690,8,80,US01,10005778,,US02,MMQA001,QUALITY,,,
1,2106793,9,0,9,1,N,0,50338690,9,90,US01,10005776,,US02,MMIP001,PAINTING,,,
1,2106793,10,0,10,1,N,0,50338690,10,100,US01,10005775,,US02,MMIA001,ASSEMBLY,,,
1,2106793,11,0,11,1,N,0,50338690,11,110,US01,10005778,,US02,MMQA001,QUALITY,,EN,
1,2106794,1,0,1,1,N,0,50338690,1,10,US01,10005775,,US02,MMIA001,ASSEMBLY,,EN,
1,2106794,2,0,2,1,N,0,50338690,2,20,US01,10005778,,US02,MMQA001,QUALITY,,,
1,2106794,3,0,3,1,N,0,50338690,3,30,US01,10005775,,US02,MMIA001,ASSEMBLY,,,
1,2106794,4,0,4,1,N,0,50338690,4,40,US01,10005778,,US02,MMQA001,QUALITY,,,
1,2106794,5,0,5,1,N,0,50338690,5,50,US01,10005775,,US02,MMIA001,ASSEMBLY,,,
1,2106794,6,0,6,1,N,0,50338690,6,60,US01,10005778,,US02,MMQA001,QUALITY,,,
1,2106794,7,0,7,1,N,0,50338690,7,70,US01,10005775,,US02,MMIA001,ASSEMBLY,,,
1,2106794,8,0,8,1,N,0,50338690,8,80,US01,10005778,,US02,MMQA001,QUALITY,,,
1,2106794,9,0,9,1,N,0,50338690,9,90,US01,10005776,,US02,MMIP001,PAINTING,,,
1,2106794,10,0,10,1,N,0,50338690,10,100,US01,10005775,,US02,MMIA001,ASSEMBLY,,,
1,2106794,11,0,11,1,N,0,50338690,11,110,US01,10005778,,US02,MMQA001,QUALITY,,EN,
1,2106795,1,0,1,1,N,0,50338690,1,10,US01,10005775,,US02,MMIA001,ASSEMBLY,,EN,
1,2106795,2,0,2,1,N,0,50338690,2,20,US01,10005778,,US02,MMQA001,QUALITY,,,
1,2106795,3,0,3,1,N,0,50338690,3,30,US01,10005775,,US02,MMIA001,ASSEMBLY,,,
1,2106795,4,0,4,1,N,0,50338690,4,40,US01,10005778,,US02,MMQA001,QUALITY,,,
1,2106795,5,0,5,1,N,0,50338690,5,50,US01,10005775,,US02,MMIA001,ASSEMBLY,,,
1,2106795,6,0,6,1,N,0,50338690,6,60,US01,10005778,,US02,MMQA001,QUALITY,,,
1,2106795,7,0,7,1,N,0,50338690,7,70,US01,10005775,,US02,MMIA001,ASSEMBLY,,,
1,2106795,8,0,8,1,N,0,50338690,8,80,US01,10005778,,US02,MMQA001,QUALITY,,,
1,2106795,9,0,9,1,N,0,50338690,9,90,US01,10005776,,US02,MMIP001,PAINTING,,,
1,2106795,10,0,10,1,N,0,50338690,10,100,US01,10005775,,US02,MMIA001,ASSEMBLY,,,
1,2106795,11,0,11,1,N,0,50338690,11,110,US01,10005778,,US02,MMQA001,QUALITY,,EN,
1,2106796,1,0,1,1,N,0,50338690,1,10,US01,10005775,,US02,MMIA001,ASSEMBLY,,EN,
1,2106796,2,0,2,1,N,0,50338690,2,20,US01,10005778,,US02,MMQA001,QUALITY,,,
1,2106796,3,0,3,1,N,0,50338690,3,30,US01,10005775,,US02,MMIA001,ASSEMBLY,,,
1,2106796,4,0,4,1,N,0,50338690,4,40,US01,10005778,,US02,MMQA001,QUALITY,,,
1,2106796,5,0,5,1,N,0,50338690,5,50,US01,10005775,,US02,MMIA001,ASSEMBLY,,,
1,2106796,6,0,6,1,N,0,50338690,6,60,US01,10005778,,US02,MMQA001,QUALITY,,,
1,2106796,7,0,7,1,N,0,50338690,7,70,US01,10005775,,US02,MMIA001,ASSEMBLY,,,
1,2106796,8,0,8,1,N,0,50338690,8,80,US01,10005778,,US02,MMQA001,QUALITY,,,
1,2106796,9,0,9,1,N,0,50338690,9,90,US01,10005776,,US02,MMIP001,PAINTING,,,
1,2106796,10,0,10,1,N,0,50338690,10,100,US01,10005775,,US02,MMIA001,ASSEMBLY,,,
1,2106796,11,0,11,1,N,0,50338690,11,110,US01,10005778,,US02,MMQA001,QUALITY,,EN,
1,2106797,1,0,1,1,N,0,50338690,1,10,US01,10005775,,US02,MMIA001,ASSEMBLY,,EN,
1,2106797,2,0,2,1,N,0,50338690,2,20,US01,10005778,,US02,MMQA001,QUALITY,,,
1,2106797,3,0,3,1,N,0,50338690,3,30,US01,10005775,,US02,MMIA001,ASSEMBLY,,,
1,2106797,4,0,4,1,N,0,50338690,4,40,US01,10005778,,US02,MMQA001,QUALITY,,,
1,2106797,5,0,5,1,N,0,50338690,5,50,US01,10005775,,US02,MMIA001,ASSEMBLY,,,
1,2106797,6,0,6,1,N,0,50338690,6,60,US01,10005778,,US02,MMQA001,QUALITY,,,
1,2106797,7,0,7,1,N,0,50338690,7,70,US01,10005775,,US02,MMIA001,ASSEMBLY,,,
1,2106797,8,0,8,1,N,0,50338690,8,80,US01,10005778,,US02,MMQA001,QUALITY,,,
1,2106797,9,0,9,1,N,0,50338690,9,90,US01,10005776,,US02,MMIP001,PAINTING,,,
1,2106797,10,0,10,1,N,0,50338690,10,100,US01,10005775,,US02,MMIA001,ASSEMBLY,,,
1,2106797,11,0,11,1,N,0,50338690,11,110,US01,10005778,,US02,MMQA001,QUALITY,,EN,
1,2106798,1,0,1,1,N,0,50338690,1,10,US01,10005775,,US02,MMIA001,ASSEMBLY,,EN,
1,2106798,2,0,2,1,N,0,50338690,2,20,US01,10005778,,US02,MMQA001,QUALITY,,,
1,2106798,3,0,3,1,N,0,50338690,3,30,US01,10005775,,US02,MMIA001,ASSEMBLY,,,
1,2106798,4,0,4,1,N,0,50338690,4,40,US01,10005778,,US02,MMQA001,QUALITY,,,
1,2106798,5,0,5,1,N,0,50338690,5,50,US01,10005775,,US02,MMIA001,ASSEMBLY,,,
1,2106798,6,0,6,1,N,0,50338690,6,60,US01,10005778,,US02,MMQA001,QUALITY,,,
1,2106798,7,0,7,1,N,0,50338690,7,70,US01,10005775,,US02,MMIA001,ASSEMBLY,,,
1,2106798,8,0,8,1,N,0,50338690,8,80,US01,10005778,,US02,MMQA001,QUALITY,,,
1,2106798,9,0,9,1,N,0,50338690,9,90,US01,10005776,,US02,MMIP001,PAINTING,,,
1,2106798,10,0,10,1,N,0,50338690,10,100,US01,10005775,,US02,MMIA001,ASSEMBLY,,,
1,2106798,11,0,11,1,N,0,50338690,11,110,US01,10005778,,US02,MMQA001,QUALITY,,EN,
1,2106799,1,0,1,1,N,0,50338690,1,10,US01,10005775,,US02,MMIA001,ASSEMBLY,,EN,
1,2106799,2,0,2,1,N,0,50338690,2,20,US01,10005778,,US02,MMQA001,QUALITY,,,
1,2106799,3,0,3,1,N,0,50338690,3,30,US01,10005775,,US02,MMIA001,ASSEMBLY,,,
1,2106799,4,0,4,1,N,0,50338690,4,40,US01,10005778,,US02,MMQA001,QUALITY,,,
1,2106799,5,0,5,1,N,0,50338690,5,50,US01,10005775,,US02,MMIA001,ASSEMBLY,,,
1,2106799,6,0,6,1,N,0,50338690,6,60,US01,10005778,,US02,MMQA001,QUALITY,,,
1,2106799,7,0,7,1,N,0,50338690,7,70,US01,10005775,,US02,MMIA001,ASSEMBLY,,,
1,2106799,8,0,8,1,N,0,50338690,8,80,US01,10005778,,US02,MMQA001,QUALITY,,,
1,2106799,9,0,9,1,N,0,50338690,9,90,US01,10005776,,US02,MMIP001,PAINTING,,,
1,2106799,10,0,10,1,N,0,50338690,10,100,US01,10005775,,US02,MMIA001,ASSEMBLY,,,
1,2106799,11,0,11,1,N,0,50338690,11,110,US01,10005778,,US02,MMQA001,QUALITY,,EN,
1,2106800,1,0,1,1,N,0,50338690,1,10,US01,10005775,,US02,MMIA001,ASSEMBLY,,EN,
1,2106800,2,0,2,1,N,0,50338690,2,20,US01,10005778,,US02,MMQA001,QUALITY,,,
1,2106800,3,0,3,1,N,0,50338690,3,30,US01,10005775,,US02,MMIA001,ASSEMBLY,,,
1,2106800,4,0,4,1,N,0,50338690,4,40,US01,10005778,,US02,MMQA001,QUALITY,,,
1,2106800,5,0,5,1,N,0,50338690,5,50,US01,10005775,,US02,MMIA001,ASSEMBLY,,,
1,2106800,6,0,6,1,N,0,50338690,6,60,US01,10005778,,US02,MMQA001,QUALITY,,,
1,2106800,7,0,7,1,N,0,50338690,7,70,US01,10005775,,US02,MMIA001,ASSEMBLY,,,
1,2106800,8,0,8,1,N,0,50338690,8,80,US01,10005778,,US02,MMQA001,QUALITY,,,
1,2106800,9,0,9,1,N,0,50338690,9,90,US01,10005776,,US02,MMIP001,PAINTING,,,
1,2106800,10,0,10,1,N,0,50338690,10,100,US01,10005775,,US02,MMIA001,ASSEMBLY,,,
1,2106800,11,0,11,1,N,0,50338690,11,110,US01,10005778,,US02,MMQA001,QUALITY,,EN,
1,2106801,1,0,1,1,N,0,50338689,1,10,US01,10005775,,US02,MMIA001,ASSEMBLY,,EN,
1,2106801,2,0,2,1,N,0,50338689,2,20,US01,10005778,,US02,MMQA001,QUALITY,,,
1,2106801,3,0,3,1,N,0,50338689,3,30,US01,10005775,,US02,MMIA001,ASSEMBLY,,,
1,2106801,4,0,4,1,N,0,50338689,4,40,US01,10005778,,US02,MMQA001,QUALITY,,,
1,2106801,5,0,5,1,N,0,50338689,5,50,US01,10005775,,US02,MMIA001,ASSEMBLY,,,
1,2106801,6,0,6,1,N,0,50338689,6,60,US01,10005778,,US02,MMQA001,QUALITY,,,
1,2106801,7,0,7,1,N,0,50338689,7,70,US01,10005775,,US02,MMIA001,ASSEMBLY,,,
1,2106801,8,0,8,1,N,0,50338689,8,80,US01,10005778,,US02,MMQA001,QUALITY,,,
1,2106801,9,0,9,1,N,0,50338689,9,90,US01,10005775,,US02,MMIA001,ASSEMBLY,,,
1,2106801,10,0,10,1,N,0,50338689,10,100,US01,10005778,,US02,MMQA001,QUALITY,,,